,entryID,travelerNames,gender,dates,events,origin,travels,birthDate,deathDate,occ_events,edu_events
4422,3302.0,Thomas Michell,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4423,3303.0,Mick,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4428,3311.0,Middleton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4429,3314.0,George Mier,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4430,3315.0,Milbank,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4432,3317.0,Henry Milborne,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4433,3318.0,Humphry Mildmay,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4436,3323.0,Alexander Miller,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4438,3325.0,Giuseppe Miller,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4439,3326.0,James Miller,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4440,3327.0,John Miller,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4444,3335.0,Milles,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4445,3336.0,Robert Milligen,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4448,3339.0,John Mills,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4450,3341.0,Mills,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4452,3346.0,Humphry Milman,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4460,3352.0,Misler,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4463,3355.0,Mitchel,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4465,3358.0,Dr John Mitchell,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4466,3359.0,Philip Mitchell,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4470,3366.0,John Moire,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4477,3376.0,Molyneux,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4482,3382.0,Richard Monger,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4484,3385.0,Richard Monro,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4485,3388.0,Monson,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4491,3399.0,Montagu,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4492,3400.0,Charles Montague,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4494,3406.0,James Moody,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4498,3409.0,Moon,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4503,3412.0,D. Moore,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4507,3418.0,Morant,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4514,3431.0,Morgan,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4519,3437.0,Capt. Moris Morison,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4522,3443.0,Morresy,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4523,3445.0,Morrier,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4527,3453.0,Morrogh,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4528,3454.0,Morse,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4532,3457.0,Henry Mosley,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4536,3463.0,Mostyn,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4541,3473.0,Benjamin Moyer,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4542,3476.0,Thomas Munglar,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4544,3478.0,Munster,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4545,3479.0,Patrick Murdoch,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4552,3486.0,Daniel Murray,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4560,3496.0,James Murray,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4562,3500.0,Michael Murray,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4570,3507.0,Thomas Musgrave,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4574,3515.0,Josiah Mynot,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4580,3523.0,Louis Nairne,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4582,3525.0,William Napier,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4584,3529.0,Thomas Nasmyth,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4587,3532.0,Naton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4589,3534.0,Neal,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4592,3538.0,Edward Nelthorpe,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4593,3539.0,George Nelthorpe,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4594,3541.0,Nelthorpe,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4609,3557.0,Richard Newport,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4612,3560.0,Edward Newton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4616,3568.0,Nichols,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4617,3569.0,D. Nicholson,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4618,3570.0,Nicholson,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4619,3571.0,William Nicoll,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4625,3578.0,Richard Noakes,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4626,3579.0,George Noble,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4629,3581.0,Noble,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4631,3582.0,Andrew Noel,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4632,3585.0,Noel,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4633,3587.0,George Norbury,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4635,3589.0,C. Noris,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4636,3590.0,John Norris,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4647,3594.0,Edward North,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4653,3615.0,Nott,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4674,3634.0,Capt. O'Donell,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4675,3635.0,O'Donnel,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4676,3636.0,Ody,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4679,3642.0,James Ogilvie,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4680,3644.0,Thomas Ogilvy,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4681,3645.0,Ogilvy,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4688,3650.0,O'Hagan,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4690,3653.0,Col. O'Hara,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4693,3656.0,Older,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4697,3659.0,Francis Oliver,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4701,3664.0,O'Neil,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4703,3666.0,Patrick O'Raredon,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4707,3670.0,O'Reilly,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4711,3678.0,Orran,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4712,3679.0,Orton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4715,3681.0,Thomas Osbaldeston,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4716,3683.0,Francis Osborn,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4717,3685.0,Capt. Osbourne,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4718,3686.0,William Osgodby,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4719,3689.0,O'Sullivan,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4720,3692.0,Lt.-Col. Ottway,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4721,3693.0,Col. Charles Otway,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4722,3696.0,Capt. Richard Otway,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4725,3699.0,Outt[?],Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4726,3701.0,George Oxenden,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4728,3703.0,John Padon,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4729,3704.0,Thomas Page,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4732,3709.0,Thomas Paine,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4734,3712.0,John Paine,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4735,3713.0,Charles Palmer,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4760,3726.0,Joseph Panzetta,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4762,3729.0,Francis Parker,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4774,3736.0,Thomas Parker,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4779,3740.0,Parker,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4781,3744.0,Parrot,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4782,3745.0,Parrot,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4783,3748.0,Parry,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4785,3750.0,Henry Parson,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4788,3755.0,Parton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4793,3757.0,Parvis,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4794,3758.0,Capt. Passmore,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4795,3759.0,Pastel,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4799,3763.0,Patch,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4801,3765.0,Gen. Paterson,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4802,3766.0,Paterson,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4803,3767.0,Thomas Paton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4804,3768.0,Robert Patoun,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4809,3773.0,Daniel Paul,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4814,3779.0,Paxton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4815,3780.0,J. Payne,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4816,3783.0,Capt. Peacock,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4817,3785.0,Pearse,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4818,3786.0,Peene,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4820,3789.0,Peirson,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4824,3800.0,Penman,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4825,3802.0,Penn,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4828,3806.0,Pennant,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4835,3817.0,John Peter Perkins,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4839,3822.0,James Perrott,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4841,3824.0,Col. Perry,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4844,3827.0,Perryman,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4847,3836.0,Richard Peterson,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4854,3841.0,Francis Peyto,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4855,3842.0,William Peyto,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4859,3850.0,James Philipps,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4861,3854.0,Phipps,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4863,3856.0,Henry Pickering,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4868,3861.0,Capt. Edward Piercy,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4870,3863.0,Piers,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4872,3865.0,John Pigott,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4874,3871.0,Pill,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4875,3872.0,Pimis,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4879,3876.0,Pinfold,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4890,3885.0,George Pitt,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4900,3895.0,Pleydell,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4902,3897.0,Plover,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4904,3900.0,J. Plowe,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4905,3901.0,William Plowman,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4907,3903.0,Plumer,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4915,3913.0,Pocock,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4916,3915.0,Francis Pogham,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4920,3917.0,Polhill,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4925,3920.0,John Pommer,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4926,3922.0,Pond,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4927,3923.0,William Ponsonby,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4928,3926.0,Pool,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4931,3932.0,Charles Porter,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4933,3934.0,Robert Porter,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4938,3946.0,Thomas Potts,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4939,3947.0,Potts,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4940,3950.0,Pouwal,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4942,3952.0,Powe,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4944,3956.0,John Powell,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4945,3959.0,Powlett,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4948,3962.0,Benjamin Pratt,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4952,3966.0,Robert Pratt,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4957,3968.0,Prescott,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4958,3970.0,Sir John Preston,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4966,3978.0,Samuel Price,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4968,3983.0,Capt. William Price,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4971,3986.0,Prieur,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4976,3991.0,Procksler,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4979,3994.0,Samuel Provan,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4983,4000.0,William Purvis,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4985,4008.0,James Quin,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4986,4010.0,John Quinton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4987,4011.0,Quirk,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4989,4014.0,G. Radcliffe,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
4999,4017.0,Joseph Raddon,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5003,4020.0,Samuel Ragland,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5005,4022.0,Henry Ragueneau,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5007,4025.0,Ralph,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5008,4026.0,Gabriel Ramondon,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5018,4041.0,Edwin Rawston,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5019,4042.0,William Rawston,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5020,4043.0,Dr Rayment,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5026,4050.0,Joseph Reddon,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5028,4053.0,Samuel Redmaine,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5035,4061.0,Thomas Reresby,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5036,4062.0,Humphrey Rescorloe,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5040,4069.0,Riall,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5046,4079.0,Richard Richardson,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5047,4080.0,Robert Richardson,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5053,4087.0,Riddell,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5054,4089.0,Sir Alexander Rigby,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5056,4091.0,Rigby,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5057,4092.0,Thomas Rigge,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5061,4098.0,Roach,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5062,4099.0,Roberts,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5063,4102.0,Roger Robertson,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5065,4104.0,William Robertson,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5067,4106.0,Capt. Robins,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5070,4110.0,Robert Robinson,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5072,4112.0,Thomas Robinson,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5077,4118.0,George Robison,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5078,4119.0,Robotham,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5080,4121.0,William Roch,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5081,4122.0,George Roche,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5082,4123.0,Col. Henry Roche,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5087,4133.0,James Rodey,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5088,4134.0,A. Roe,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5090,4136.0,Edward Rogers,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5093,4142.0,Rooke,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5096,4145.0,Rose,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5100,4150.0,Ross,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5101,4151.0,Col. Ross,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5105,4155.0,Rossiter,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5110,4157.0,Rouchelle,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5112,4160.0,Roundell,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5113,4162.0,Phillipe Rousseau,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5115,4164.0,Rowley,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5116,4167.0,Edward Rudde,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5121,4174.0,Rush,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5124,4180.0,William Russel,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5126,4184.0,John Rust,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5127,4185.0,Dr Rutherford,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5131,4191.0,Sabin,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5133,4195.0,Sage,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5135,4204.0,James St Ferreol,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5139,4208.0,St George,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5146,4218.0,St Paul,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5154,4231.0,Gerard Saltmarshe,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5155,4232.0,Robert Samber,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5157,4234.0,Sancler,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5158,4235.0,Col. Sandford,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5166,4247.0,R. Savage,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5168,4249.0,Richard Savem,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5169,4250.0,Sayer,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5171,4255.0,Scawen,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5172,4256.0,Thomas Schofield,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
