,entryID,travelerNames,gender,dates,events,origin,travels,birthDate,deathDate,occ_events,edu_events
5529,4692.1,Edward Taylor,Male,birth & death dates,no data for occupation/education,newly created from narrative,6-25 visits,1,1,0,0
5530,4692.2,Herbert Taylor,Male,birth & death dates,no data for occupation/education,newly created from narrative,6-25 visits,1,1,0,0
1912,143.1,William Astley,Male,birth & death dates,no data for occupation/education,newly created from narrative,2-5 visits,1,1,0,0
1913,143.2,Edward Astley,Male,birth & death dates,no data for occupation/education,newly created from narrative,2-5 visits,1,1,0,0
2266,623.1,Delves Broughton,Male,birth & death dates,no data for occupation/education,newly created from narrative,2-5 visits,1,1,0,0
2319,690.1,John Francis Hippisley Coxe,Male,birth & death dates,no data for occupation/education,newly created from narrative,2-5 visits,1,1,0,0
2348,744.1,Matthew Byng ,Male,birth & death dates,no data for occupation/education,newly created from narrative,2-5 visits,1,1,0,0
2393,787.2,Francis Canning,Male,birth & death dates,no data for occupation/education,newly created from narrative,2-5 visits,1,1,0,0
2555,1005.4,Robert Clive,Male,birth & death dates,no data for occupation/education,newly created from narrative,2-5 visits,1,1,0,0
2596,1064.2,George Colman,Male,birth & death dates,no data for occupation/education,newly created from narrative,2-5 visits,1,1,0,0
2922,1495.1,Richard Du Cane,Male,birth & death dates,no data for occupation/education,newly created from narrative,2-5 visits,1,1,0,0
2955,1544.1,Giles Earle,Male,birth & death dates,no data for occupation/education,newly created from narrative,2-5 visits,1,1,0,0
2987,1585.3,"Francis Charteris, 6th Earl of Wemyss",Male,birth & death dates,no data for occupation/education,newly created from narrative,2-5 visits,1,1,0,0
3109,1731.2,Henry William Fitzgerald-de Ros,Male,birth & death dates,no data for occupation/education,newly created from narrative,2-5 visits,1,1,0,0
3124,1751.2,John Fleetwood,Male,birth & death dates,no data for occupation/education,newly created from narrative,2-5 visits,1,1,0,0
4002,2828.2,John Lambton,Male,birth & death dates,no data for occupation/education,newly created from narrative,2-5 visits,1,1,0,0
4003,2828.3,William Lambton,Male,birth & death dates,no data for occupation/education,newly created from narrative,2-5 visits,1,1,0,0
4056,2874.2,Richard Lee,Male,birth & death dates,no data for occupation/education,newly created from narrative,2-5 visits,1,1,0,0
4057,2874.3,Edward Lee,Male,birth & death dates,no data for occupation/education,newly created from narrative,2-5 visits,1,1,0,0
4539,3472.2,John Stuart,Male,birth & death dates,no data for occupation/education,newly created from narrative,2-5 visits,1,1,0,0
4540,3472.3,George Stuart,Male,birth & death dates,no data for occupation/education,newly created from narrative,2-5 visits,1,1,0,0
4970,3985.1,Humphrey Prideaux,Male,birth & death dates,no data for occupation/education,newly created from narrative,2-5 visits,1,1,0,0
4991,4015.1,"James Bartholomew Radclyffe, 4th Earl of Newburgh",Male,birth & death dates,no data for occupation/education,newly created from narrative,2-5 visits,1,1,0,0
