index	education	from	to	degree	degreeDate	teacher	institution	place
4751	Ch.Ch. Oxf.	1780					Church Christ College, Oxford	Oxford
4751	Edinburgh U.	1780					Edinburgh University	Edinburgh
4753	Hertford Oxf.	1766					Hertford College, Oxford	Oxford
4753	L.Inn	1772					Lincoln's Inn	London
4760	St Omer College	1741	1747				St Omer College School	St Omer
4779	M.Temple	1728					Middle Temple	London
4780	Westminster						Westminster School	Westminster, London
4780	Ch.Ch. Oxf.	1755					Church Christ College, Oxford	Oxford
4781	Westminster						Westminster School	Westminster, London
4781	Ch.Ch. Oxf.	1785					Church Christ College, Oxford	Oxford
4782	Trin. Camb.	1722					Trinity College, Cambridge	Cambridge
4785	Jesus Camb.	1688					Jesus College, Cambridge	Cambridge
4796	Westminster						Westminster School	Westminster, London
4796	Trin. Camb.	1757					Trinity College, Cambridge	Cambridge
4801	Shipley's Art Academy						Shipley's Art Academy	London
4804	Douai						Douai College	Douai
4809	Eton						Eton College School	Eton
4809	St John's Camb.	1741					St John's College, Cambridge	Cambridge
4812	Ch.Ch. Oxf.	1733					Church Christ College, Oxford	Oxford
4812	Magd. Oxf.	1735					Magdalene College, Oxford	Oxford
4812				DD	1779			
4818	Balliol Oxf.	1734					Balliol College, Oxford	Oxford
4818	New Coll. Oxf.			BA	1739		New College, Oxford	Oxford
4824	Exeter Oxf.	1743					Exeter College, Oxford	Oxford
4825	Ch.Ch. Oxf.	1708					Church Christ College, Oxford	Oxford
4837						Robert West		
4837						Jacob Ennis		
4837	Dublin Society Schools of Drawing	1765					Dublin Society Schools of Drawing	Dublin
4839	Westminster						Westminster School	Westminster, London
4839	Ch.Ch. Oxf.	1767					Church Christ College, Oxford	Oxford
4846	Dublin Society Schools of Drawing	1756					Dublin Society Schools of Drawing	Dublin
4848	St Paul's						St Paul's School	London
4853	Corpus Camb.	1738					Corpus Christi College, Cambridge	Cambridge
4853	M.Temple	1737					Middle Temple	London
4854	Merton Oxf.	1698					Merton College, Oxford	Oxford
4854	M.Temple	1699					Middle Temple	London
4855	Westminster						Westminster School	Westminster, London
4855	military academy, Angers						Angers Military Academy	Angers
4857	Westminster						Westminster School	Westminster, London
4859	St John's Oxf.	1691					St John's College, Oxford	Oxford
4859	G.Inn	1693					Gray's Inn	London
4861	Exeter Oxf.	1730					Exeter College, Oxford	Oxford
4863	Trin. Camb.	1745					Trinity College, Cambridge	Cambridge
4863	I.Temple	1744					Inner Temple	London
4864	Eton						Eton College School	Eton
4864	Hertford Oxf.	1766					Hertford College, Oxford	Oxford
4864	L.Inn	1765					Lincoln's Inn	London
4867	Peterhouse Camb.	1710					Peterhouse College, Cambridge	Cambridge
4871	RA Schools	1793					Royal Academy Schools	London
4873	Trin. Camb.	1772					Trinity College, Cambridge	Cambridge
4873	L.Inn	1775					Lincoln's Inn	London
4875	Queen's Oxf.	1762					Queen's College, Oxford	Oxford
4875	Leiden U.	1761					Leiden University	Leiden
4875	Univ. Coll. Oxf.			MB	1762		University College, Oxford	Oxford
4875				MD	1767			
4880	Univ. Coll. Oxf.	1721					University College, Oxford	Oxford
4882	St John's Camb.	1693	1697				St John's College, Cambridge	Cambridge
4886	Eton						Eton College School	Eton
4886	Ch.Ch. Oxf.	1790					Church Christ College, Oxford	Oxford
4900	Westminster						Westminster School	Westminster, London
4900	Trin. Camb.	1760					Trinity College, Cambridge	Cambridge
4913	Oriel Oxf.	1733					Oriel College, Oxford	Oxford
4913	Magd. Oxf.	1733	1738				Magdalene College, Oxford	Oxford
4918	Westminster						Westminster School	Westminster, London
4918	Trin. Camb.	1736					Trinity College, Cambridge	Cambridge
4918	L.Inn	1739					Lincoln's Inn	London
4926						P. Scheemakers		
4933	Eton						Eton College School	Eton
4933	St John's Camb.	1774					St John's College, Cambridge	Cambridge
4933	L.Inn	1774					Lincoln's Inn	London
4934	Eton						Eton College School	Eton
4934	Queens' Camb.	1728					Queen's College, Cambridge	Cambridge
4935	Queens' Camb.						Queen's College, Cambridge	Cambridge
4935	Queens' Camb.			MA	1700		Queen's College, Cambridge	Cambridge
4941	Exeter Oxf.	1738					Exeter College, Oxford	Oxford
4950	France							France
4952	Eton						Eton College School	Eton
4966	Eton						Eton College School	Eton
4966	Ch.Ch. Oxf.	1785					Church Christ College, Oxford	Oxford
4966	L.Inn	1785					Lincoln's Inn	London
4972	Eton						Eton College School	Eton
4973	Eton						Eton College School	Eton
4973	King's Camb.	1725					King's College, Cambridge	Cambridge
4973	L.Inn	1723					Lincoln's Inn	London
4974	Eton						Eton College School	Eton
4974	King's Camb.	1735					King's College, Cambridge	Cambridge
4975	Corpus Camb.	1741					Corpus Christi College, Cambridge	Cambridge
4975	L.Inn	1736					Lincoln's Inn	London
4985	New Coll. Oxf.	1729					New College, Oxford	Oxford
4989	Oriel Oxf.	1743					Oriel College, Oxford	Oxford
4993	Eton						Eton College School	Eton
4993	St John's Camb.	1760					St John's College, Cambridge	Cambridge
4995	Trin. Camb.	1754					Trinity College, Cambridge	Cambridge
4995				DD	1773			
5009	Ch.Ch. Oxf.	1779					Church Christ College, Oxford	Oxford
5013	Ch.Ch. Oxf.	1769					Church Christ College, Oxford	Oxford
5013	All Souls Oxf.			MA	1778		All Souls College, Oxford	Oxford
5016	Westminster						Westminster School	Westminster, London
5017	Eton						Eton College School	Eton
5020	Eton						Eton College School	Eton
5020	L.Inn	1732					Lincoln's Inn	London
5033	New Coll. Oxf.	1735					New College, Oxford	Oxford
5040						John Bacon the elder		
5040	RA Schools	1772					Royal Academy Schools	London
5041	RA Schools	1775					Royal Academy Schools	London
5044	Hackney						Newcome's School	Hackney
5044	St John's Camb.	1753					St John's College, Cambridge	Cambridge
5044	G.Inn	1753					Gray's Inn	London
5049	St Omer College						St Omer College School	St Omer
5049	Rheims							Rheims
5061	Ch.Ch. Oxf.	1776					Church Christ College, Oxford	Oxford
5067	Univ. Coll. Oxf.	1710					University College, Oxford	Oxford
5073	Harrow						Harrow School	London
5073	Glasgow U.						Glasgow University	Glasgow
5074	Eton						Eton College School	Eton
5081						his father Richard Westmacott		
5083	Blundell's school, Tiverton						Blundell's School	Tiverton
5083	Exeter Oxf.	1764					Exeter College, Oxford	Oxford
5087	St John's Camb.			BA	1767		St John's College, Cambridge	Cambridge
5087	Edinburgh			DD	1808			Edinburgh
5089	Pembroke Camb.	1769					Pembroke College, Cambridge	Cambridge
5089	L.Inn	1768					Lincoln's Inn	London
5096	Eton						Eton College School	Eton
5096	Ch.Ch. Oxf.	1780					Church Christ College, Oxford	Oxford
5096	St John's Camb.	1782					St John's College, Cambridge	Cambridge
5102	Clare Hall Camb.	1735					Clare Hall College, Cambridge	Cambridge
5104	Wadham Oxf.	1737					Wadham College, Oxford	Oxford
5108						Zoffany		
5109	Ch.Ch. Oxf.	1714					Church Christ College, Oxford	Oxford
5111	Trin. Camb.	1758					Trinity College, Cambridge	Cambridge
5114	Trin. Camb.	1760					Trinity College, Cambridge	Cambridge
5114	I.Temple	1763					Inner Temple	London
5116	Ch.Ch. Oxf.	1740					Church Christ College, Oxford	Oxford
5116				MA	1747			
5119	L.Inn	1742					Lincoln's Inn	London
5129	Eton						Eton College School	Eton
5138	Westminster						Westminster School	Westminster, London
5138	Harrow						Harrow School	London
5140	Dublin Society Schools of Drawing	1771					Dublin Society Schools of Drawing	Dublin
5140	RA Schools	1781					Royal Academy Schools	London
5158	Emmanuel Camb.	1780					Emmanuel College, Cambridge	Cambridge
5161						Alexander Nasmyth		
5161	RA Schools	1795					Royal Academy Schools	London
5165	London					T. Wright		London
5170	London					his father		London
5170	Brabant					Delvaux		Brabant
5170	Paris					J.-B. Pigalle		Paris
5172	Eton						Eton College School	Eton
5172	Ch.Ch. Oxf.	1767					Church Christ College, Oxford	Oxford
5176	Christ's Camb.	1756					Christ's College, Cambridge	Cambridge
5178	Eton						Eton College School	Eton
5178	Glasgow U.	1766					Glasgow University	Glasgow
5178	Univ. Coll. Oxf.	1767					University College, Oxford	Oxford
5182	Eton						Eton College School	Eton
5182	Ch.Ch. Oxf.	1767					Church Christ College, Oxford	Oxford
5184		1718	1721			Kneller's academy		
5193	Westminster						Westminster School	Westminster, London
5193	Ch.Ch. Oxf.	1758					Church Christ College, Oxford	Oxford
5194	Queen's Oxf.	1763					Queen's College, Oxford	Oxford
5194	M.Temple	1771					Middle Temple	London
5202	Trin. Camb.	1786					Trinity College, Cambridge	Cambridge
5206	Glasgow U.	1732					Glasgow University	Glasgow
5206	M.Temple	1736					Middle Temple	London
5213	RA Schools	1782					Royal Academy Schools	London
5217	Trin. Camb.	1748					Trinity College, Cambridge	Cambridge
5221	Winchester						Winchester College School	Winchester
5221	Corpus Oxf.	1768					Corpus Christi College, Oxford	Oxford
5223	Eton						Eton College School	Eton
5230	Queens' Camb.	1718					Queen's College, Cambridge	Cambridge
5231	Winchester						Winchester College School	Winchester
5231	New Coll. Oxf.	1732					New College, Oxford	Oxford
5239	London	1751	1753			Hudson		London
5239	London	1756	1757			Hudson		London
5247	Ch.Ch. Oxf.	1783					Church Christ College, Oxford	Oxford
5249	Westminster						Westminster School	Westminster, London
5249	Ch.Ch. Oxf.	1725					Church Christ College, Oxford	Oxford
5250	Eton						Eton College School	Eton
5250	Wadham Oxf.	1755	1759				Wadham College, Oxford	Oxford
5256	Eton						Eton College School	Eton
5256	Ch.Ch. Oxf.	1704					Church Christ College, Oxford	Oxford
5259	Queens' Camb.	1720					Queen's College, Cambridge	Cambridge
5261	Westminster						Westminster School	Westminster, London
5261	Oriel Oxf.	1766					Oriel College, Oxford	Oxford
5265	Worcester Oxf.	1719					Worcester College, Oxford	Oxford
5268	Corpus Oxf.	1723					Corpus Christi College, Oxford	Oxford
5269	Magd. Oxf.	1762					Magdalene College, Oxford	Oxford
5275	Eton						Eton College School	Eton
5275	Leipzig U.						Leipzig University	Leipzig
5278	Corpus Camb.	1746					Corpus Christi College, Cambridge	Cambridge
5278	L.Inn	1746					Lincoln's Inn	London
5279	Harrow						Harrow School	London
5279	Queens' Camb.	1775					Queen's College, Cambridge	Cambridge
5284	Eton						Eton College School	Eton
5284	Clare Camb.						Clare College, Cambridge	Cambridge
5284	University Coll. Oxf.	1768					University College, Oxford	Oxford
